able_rate,bond,default_rate,gift,involuntary_default_rate,mean_borrower_mana,mean_lender_loss,n,principal_sigma,rho,rho_star,strategic_default_rate,total_lender_loss,w_rep
0.4,2500.0,0.6,0.0,0.6,4119.073973593896,1618.8752765421254,200,0.0,0.2,0.0,0.0,323775.0553084251,5000.0
1.0,2500.0,0.0,5010.0,0.0,7510.19869705177,0.0,200,0.0,0.2,0.0,0.0,0.0,5000.0
0.4,2500.0,0.6,0.0,0.6,4119.073973593896,1618.8752765421254,200,0.0,0.3,0.0,0.0,323775.0553084251,5000.0
1.0,2500.0,0.0,5010.0,0.0,7510.19869705177,0.0,200,0.0,0.3,0.0,0.0,0.0,5000.0
0.4,2500.0,0.6,0.0,0.6,4119.073973593896,1618.8752765421254,200,0.0,0.4,0.0,0.0,323775.0553084251,5000.0
1.0,2500.0,0.0,5010.0,0.0,7510.19869705177,0.0,200,0.0,0.4,0.0,0.0,0.0,5000.0
0.4,2500.0,0.6,0.0,0.6,4119.073973593896,1618.8752765421254,200,0.0,0.5,0.0,0.0,323775.0553084251,5000.0
1.0,2500.0,0.0,5010.0,0.0,7510.19869705177,0.0,200,0.0,0.5,0.0,0.0,0.0,5000.0
0.4,2500.0,0.6,0.0,0.6,4119.073973593896,1618.8752765421254,200,0.0,0.6,0.0,0.0,323775.0553084251,5000.0
1.0,2500.0,0.0,5010.0,0.0,7510.19869705177,0.0,200,0.0,0.6,0.0,0.0,0.0,5000.0
0.4,2500.0,0.6,0.0,0.6,4119.073973593896,1618.8752765421254,200,0.0,0.7,0.0,0.0,323775.0553084251,5000.0
1.0,2500.0,0.0,5010.0,0.0,7510.19869705177,0.0,200,0.0,0.7,0.0,0.0,0.0,5000.0
0.4,2500.0,0.6,0.0,0.6,4119.073973593896,1618.8752765421254,200,0.0,0.8,0.0,0.0,323775.0553084251,5000.0
1.0,2500.0,0.0,5010.0,0.0,7510.19869705177,0.0,200,0.0,0.8,0.0,0.0,0.0,5000.0
0.4,2500.0,0.6,0.0,0.6,4119.073973593896,1618.8752765421254,200,0.0,0.9,0.0,0.0,323775.0553084251,5000.0
1.0,2500.0,0.0,5010.0,0.0,7510.19869705177,0.0,200,0.0,0.9,0.0,0.0,0.0,5000.0
0.4,2500.0,0.6,0.0,0.6,3493.6905929091563,993.4918958573858,200,0.0,1.0,0.0,0.0,198698.37917147717,5000.0
1.0,2500.0,0.0,5010.0,0.0,7510.19869705177,0.0,200,0.0,1.0,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.0,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.0,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.1,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.1,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.2,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.2,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.3,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.3,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.4,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.4,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.5,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.5,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.6,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.6,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.7,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.7,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.8,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.8,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.9,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.9,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,1.0,0.0,0.0,198698.37917147717,0.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,1.0,0.0,0.0,0.0,0.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.0,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.0,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.1,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.1,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.2,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.2,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.3,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.3,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.4,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.4,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.5,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.5,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.6,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.6,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.7,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.7,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.8,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.8,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.9,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.9,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,1.0,0.0,0.0,198698.37917147717,500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,1.0,0.0,0.0,0.0,500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.0,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.0,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.1,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.1,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.2,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.2,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.3,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.3,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.4,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.4,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.5,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.5,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.6,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.6,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.7,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.7,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.8,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.8,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.9,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.9,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,1.0,0.0,0.0,198698.37917147717,1000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,1.0,0.0,0.0,0.0,1000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.0,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.0,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.1,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.1,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.2,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.2,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.3,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.3,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.4,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.4,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.5,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.5,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.6,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.6,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.7,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.7,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.8,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.8,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.9,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.9,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,1.0,0.0,0.0,198698.37917147717,2500.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,1.0,0.0,0.0,0.0,2500.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.0,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.0,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.1,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.1,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.2,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.2,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.3,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.3,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.4,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.4,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.5,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.5,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.6,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.6,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.7,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.7,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.8,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.8,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,0.9,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,0.9,0.0,0.0,0.0,5000.0
0.4,5150.0,0.6,0.0,0.6,6143.690592909157,993.4918958573858,200,0.0,1.0,0.0,0.0,198698.37917147717,5000.0
1.0,5150.0,0.0,5010.0,0.0,10160.198697051768,0.0,200,0.0,1.0,0.0,0.0,0.0,5000.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.0,1.0,0.395,1037816.0996565489,0.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.0,1.0,0.99,1037816.0996565489,0.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.1,1.0,0.395,1037816.0996565489,0.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.1,1.0,0.99,1037816.0996565489,0.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.2,1.0,0.395,1037816.0996565489,0.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.2,1.0,0.99,1037816.0996565489,0.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.3,1.0,0.395,1037816.0996565489,0.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.3,1.0,0.99,1037816.0996565489,0.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.4,1.0,0.395,1037816.0996565489,0.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.4,1.0,0.99,1037816.0996565489,0.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.5,1.0,0.395,1037816.0996565489,0.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.5,1.0,0.99,1037816.0996565489,0.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.6,1.0,0.395,1037816.0996565489,0.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.6,1.0,0.99,1037816.0996565489,0.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.7,1.0,0.395,1037816.0996565489,0.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.7,1.0,0.99,1037816.0996565489,0.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.8,1.0,0.395,1037816.0996565489,0.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.8,1.0,0.99,1037816.0996565489,0.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.9,1.0,0.395,1037816.0996565489,0.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.9,1.0,0.99,1037816.0996565489,0.0
0.395,0.0,0.605,0.0,0.605,968.5228576708083,1013.5983579302073,200,0.3,1.0,1.0,0.0,202719.67158604146,0.0
0.99,0.0,0.01,5010.0,0.01,4967.184274181805,2.259774441203863,200,0.3,1.0,1.0,0.0,451.95488824077256,0.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.0,0.9029126213592233,0.395,1037816.0996565489,500.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.0,0.9029126213592233,0.99,1037816.0996565489,500.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.1,0.9029126213592233,0.395,1037816.0996565489,500.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.1,0.9029126213592233,0.99,1037816.0996565489,500.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.2,0.9029126213592233,0.395,1037816.0996565489,500.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.2,0.9029126213592233,0.99,1037816.0996565489,500.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.3,0.9029126213592233,0.395,1037816.0996565489,500.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.3,0.9029126213592233,0.99,1037816.0996565489,500.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.4,0.9029126213592233,0.395,1037816.0996565489,500.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.4,0.9029126213592233,0.99,1037816.0996565489,500.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.5,0.9029126213592233,0.395,1037816.0996565489,500.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.5,0.9029126213592233,0.99,1037816.0996565489,500.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.6,0.9029126213592233,0.395,1037816.0996565489,500.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.6,0.9029126213592233,0.99,1037816.0996565489,500.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.7,0.9029126213592233,0.395,1037816.0996565489,500.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.7,0.9029126213592233,0.99,1037816.0996565489,500.0
0.395,0.0,0.99,0.0,0.605,5119.315527751082,5164.391028010482,200,0.3,0.8,0.9029126213592233,0.385,1032878.2056020964,500.0
0.99,0.0,0.985,5010.0,0.01,10117.917536944506,5152.993037203905,200,0.3,0.8,0.9029126213592233,0.975,1030598.607440781,500.0
0.395,0.0,0.785,0.0,0.605,4323.05801976768,4368.133520027079,200,0.3,0.9,0.9029126213592233,0.18,873626.7040054158,500.0
0.99,0.0,0.515,5010.0,0.01,8248.914503693568,3283.990003952966,200,0.3,0.9,0.9029126213592233,0.505,656798.0007905932,500.0
0.395,0.0,0.605,0.0,0.605,968.5228576708083,1013.5983579302073,200,0.3,1.0,0.9029126213592233,0.0,202719.67158604146,500.0
0.99,0.0,0.01,5010.0,0.01,4967.184274181805,2.259774441203863,200,0.3,1.0,0.9029126213592233,0.0,451.95488824077256,500.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.0,0.8058252427184466,0.395,1037816.0996565489,1000.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.0,0.8058252427184466,0.99,1037816.0996565489,1000.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.1,0.8058252427184466,0.395,1037816.0996565489,1000.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.1,0.8058252427184466,0.99,1037816.0996565489,1000.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.2,0.8058252427184466,0.395,1037816.0996565489,1000.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.2,0.8058252427184466,0.99,1037816.0996565489,1000.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.3,0.8058252427184466,0.395,1037816.0996565489,1000.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.3,0.8058252427184466,0.99,1037816.0996565489,1000.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.4,0.8058252427184466,0.395,1037816.0996565489,1000.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.4,0.8058252427184466,0.99,1037816.0996565489,1000.0
0.395,0.0,1.0,0.0,0.605,5144.004998023345,5189.080498282745,200,0.3,0.5,0.8058252427184466,0.395,1037816.0996565489,1000.0
0.99,0.0,1.0,5010.0,0.01,10154.004998023345,5189.080498282745,200,0.3,0.5,0.8058252427184466,0.99,1037816.0996565489,1000.0
0.395,0.0,0.99,0.0,0.605,5119.315527751082,5164.391028010482,200,0.3,0.6,0.8058252427184466,0.385,1032878.2056020964,1000.0
0.99,0.0,0.985,5010.0,0.01,10117.917536944506,5152.993037203905,200,0.3,0.6,0.8058252427184466,0.975,1030598.607440781,1000.0
0.395,0.0,0.935,0.0,0.605,4949.177547300942,4994.253047560341,200,0.3,0.7,0.8058252427184466,0.33,998850.6095120682,1000.0
0.99,0.0,0.9,5010.0,0.01,9863.952322858873,4899.027823118271,200,0.3,0.7,0.8058252427184466,0.89,979805.5646236541,1000.0
0.395,0.0,0.785,0.0,0.605,4323.05801976768,4368.133520027079,200,0.3,0.8,0.8058252427184466,0.18,873626.7040054158,1000.0
0.99,0.0,0.515,5010.0,0.01,8248.914503693568,3283.990003952966,200,0.3,0.8,0.8058252427184466,0.505,656798.0007905932,1000.0
0.395,0.0,0.615,0.0,0.605,3277.2098315521375,3322.285331811537,200,0.3,0.9,0.8058252427184466,0.01,664457.0663623074,1000.0
0.99,0.0,0.02,5010.0,0.01,5158.9027785907665,193.97827885016596,200,0.3,0.9,0.8058252427184466,0.01,38795.65577003319,1000.0
0.395,0.0,0.605,0.0,0.605,968.5228576708083,1013.5983579302073,200,0.3,1.0,0.8058252427184466,0.0,202719.67158604146,1000.0
0.99,0.0,0.01,5010.0,0.01,4967.184274181805,2.259774441203863,200,0.3,1.0,0.8058252427184466,0.0,451.95488824077256,1000.0
0.395,0.0,0.99,0.0,0.605,5119.315527751082,5164.391028010482,200,0.3,0.0,0.5145631067961165,0.385,1032878.2056020964,2500.0
0.99,0.0,0.985,5010.0,0.01,10117.917536944506,5152.993037203905,200,0.3,0.0,0.5145631067961165,0.975,1030598.607440781,2500.0
0.395,0.0,0.985,0.0,0.605,5105.8197356655355,5150.895235924934,200,0.3,0.1,0.5145631067961165,0.38,1030179.0471849869,2500.0
0.99,0.0,0.965,5010.0,0.01,10064.931247416145,5100.006747675545,200,0.3,0.1,0.5145631067961165,0.955,1020001.349535109,2500.0
0.395,0.0,0.96,0.0,0.605,5029.84452263941,5074.920022898808,200,0.3,0.2,0.5145631067961165,0.355,1014984.0045797616,2500.0
0.99,0.0,0.925,5010.0,0.01,9944.619298197338,4979.694798456738,200,0.3,0.2,0.5145631067961165,0.915,995938.9596913476,2500.0
0.395,0.0,0.915,0.0,0.605,4880.1901791688715,4925.265679428271,200,0.3,0.3,0.5145631067961165,0.31,985053.1358856543,2500.0
0.99,0.0,0.845,5010.0,0.01,9673.44615798959,4708.521658248989,200,0.3,0.3,0.5145631067961165,0.835,941704.3316497979,2500.0
0.395,0.0,0.87,0.0,0.605,4703.78146860272,4748.85696886212,200,0.3,0.4,0.5145631067961165,0.265,949771.393772424,2500.0
0.99,0.0,0.72,5010.0,0.01,9188.51199338361,4223.58749364301,200,0.3,0.4,0.5145631067961165,0.71,844717.498728602,2500.0
0.395,0.0,0.785,0.0,0.605,4323.05801976768,4368.133520027079,200,0.3,0.5,0.5145631067961165,0.18,873626.7040054158,2500.0
0.99,0.0,0.515,5010.0,0.01,8248.914503693568,3283.990003952966,200,0.3,0.5,0.5145631067961165,0.505,656798.0007905932,2500.0
0.395,0.0,0.67,0.0,0.605,3682.9074857576425,3727.982986017041,200,0.3,0.6,0.5145631067961165,0.065,745596.5972034083,2500.0
